age,gender,country,highest_deg,code_experience,current_title,industry,company_size,annual_comp
35-39,Man,Other,Bachelor’s degree,5-10 years,Machine Learning/ MLops Engineer,Academics/Education,50-249 employees,$0-999
25-29,Man,India,Bachelor’s degree,< 1 years,,,,
22-24,Man,Taiwan,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
22-24,Man,India,Master’s degree,3-5 years,,,,
35-39,Man,Chile,Master’s degree,5-10 years,Data Scientist,Retail/Sales,"10,000 or more employees","50,000-59,999"
60-69,Man,United States of America,Master’s degree,20+ years,Software Engineer,Online Service/Internet-based Services,250-999 employees,"125,000-149,999"
60-69,Man,Netherlands,Master’s degree,20+ years,Software Engineer,Government/Public Service,"10,000 or more employees","50,000-59,999"
30-34,Man,Zimbabwe,Master’s degree,5-10 years,,,,
25-29,Man,Egypt,Master’s degree,1-3 years,,,,
25-29,Man,Ghana,Master’s degree,I have never written code,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Medical/Pharmaceutical,"1000-9,999 employees","3,000-3,999"
45-49,Man,Ethiopia,Doctoral degree,I have never written code,,,,
35-39,Man,United States of America,Master’s degree,3-5 years,Other,Online Service/Internet-based Services,"1000-9,999 employees","150,000-199,999"
45-49,Man,United States of America,Master’s degree,10-20 years,"Manager (Program, Project, Operations, Executive-level, etc)",Computers/Technology,"10,000 or more employees","150,000-199,999"
22-24,Man,Portugal,Master’s degree,3-5 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Online Service/Internet-based Services,0-49 employees,"30,000-39,999"
40-44,Man,United States of America,Bachelor’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Shipping/Transportation,"1000-9,999 employees","90,000-99,999"
40-44,Man,United States of America,Bachelor’s degree,20+ years,Currently not employed,,,
60-69,Man,Peru,No formal education past high school,3-5 years,Statistician,Government/Public Service,250-999 employees,"20,000-24,999"
18-21,Woman,Egypt,I prefer not to answer,I have never written code,,,,
25-29,Prefer to self-describe,Thailand,Bachelor’s degree,1-3 years,Currently not employed,,,
25-29,Man,Turkey,Master’s degree,5-10 years,,,,
25-29,Man,India,Master’s degree,1-3 years,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
45-49,Man,South Korea,Doctoral degree,20+ years,,,,
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
50-54,Man,Taiwan,Master’s degree,20+ years,Software Engineer,Broadcasting/Communications,"10,000 or more employees","40,000-49,999"
22-24,Man,India,Master’s degree,3-5 years,,,,
18-21,Woman,India,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
30-34,Man,India,Master’s degree,1-3 years,Currently not employed,,,
25-29,Man,India,Bachelor’s degree,I have never written code,,,,
25-29,Man,India,Doctoral degree,1-3 years,Research Scientist,Other,50-249 employees,"5,000-7,499"
45-49,Man,India,Master’s degree,10-20 years,"Manager (Program, Project, Operations, Executive-level, etc)",Online Service/Internet-based Services,"10,000 or more employees","30,000-39,999"
18-21,Man,Egypt,Bachelor’s degree,< 1 years,,,,
25-29,Man,India,Master’s degree,< 1 years,,,,
70+,Man,United States of America,Doctoral degree,20+ years,Other,Government/Public Service,"1000-9,999 employees","100,000-124,999"
22-24,Man,India,Bachelor’s degree,3-5 years,Data Scientist,Other,0-49 employees,
30-34,Man,India,Master’s degree,5-10 years,Software Engineer,Accounting/Finance,"10,000 or more employees","25,000-29,999"
30-34,Man,United States of America,Bachelor’s degree,5-10 years,Data Scientist,Accounting/Finance,"1000-9,999 employees","125,000-149,999"
22-24,Man,United States of America,Bachelor’s degree,< 1 years,,,,
25-29,Woman,United States of America,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
35-39,Prefer not to say,United States of America,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
45-49,Man,Nigeria,Master’s degree,I have never written code,"Manager (Program, Project, Operations, Executive-level, etc)",Government/Public Service,250-999 employees,"5,000-7,499"
22-24,Man,Indonesia,Bachelor’s degree,3-5 years,Machine Learning/ MLops Engineer,Computers/Technology,"1000-9,999 employees","10,000-14,999"
25-29,Man,India,Master’s degree,1-3 years,Currently not employed,,,
45-49,Man,Other,Master’s degree,10-20 years,,,,
25-29,Man,Nigeria,Bachelor’s degree,< 1 years,,,,
22-24,Man,India,Bachelor’s degree,1-3 years,,,,
30-34,Woman,"Iran, Islamic Republic of...",Doctoral degree,5-10 years,Currently not employed,,,
45-49,Woman,India,Master’s degree,10-20 years,Currently not employed,,,
22-24,Woman,Canada,Master’s degree,1-3 years,,,,
35-39,Woman,India,Doctoral degree,10-20 years,,,,
25-29,Man,Ethiopia,Master’s degree,1-3 years,,,,
18-21,Man,Pakistan,Doctoral degree,< 1 years,,,,
25-29,Man,Ethiopia,Bachelor’s degree,3-5 years,Data Scientist,Computers/Technology,"1000-9,999 employees","1,000-1,999"
25-29,Woman,India,Master’s degree,< 1 years,Machine Learning/ MLops Engineer,Other,0-49 employees,"15,000-19,999"
25-29,Man,India,Master’s degree,3-5 years,Data Engineer,Retail/Sales,"10,000 or more employees","5,000-7,499"
25-29,Woman,India,Bachelor’s degree,3-5 years,Currently not employed,,,
30-34,Man,Other,Master’s degree,5-10 years,,,,
30-34,Woman,Turkey,Master’s degree,5-10 years,Data Engineer,Accounting/Finance,"1000-9,999 employees","15,000-19,999"
35-39,Man,Thailand,Doctoral degree,10-20 years,Software Engineer,Government/Public Service,"1000-9,999 employees","15,000-19,999"
50-54,Man,Thailand,Doctoral degree,20+ years,Teacher / professor,Academics/Education,"10,000 or more employees","15,000-19,999"
25-29,Woman,India,Master’s degree,3-5 years,,,,
30-34,Woman,India,Master’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,"10,000 or more employees","2,000-2,999"
40-44,Woman,France,Doctoral degree,20+ years,"Manager (Program, Project, Operations, Executive-level, etc)",Computers/Technology,"1000-9,999 employees","60,000-69,999"
50-54,Woman,United States of America,Bachelor’s degree,< 1 years,,,,
35-39,Man,Bangladesh,Professional doctorate,10-20 years,,,,
55-59,Man,South Korea,Doctoral degree,10-20 years,Data Scientist,Computers/Technology,250-999 employees,"90,000-99,999"
45-49,Woman,Brazil,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
35-39,Woman,United States of America,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
22-24,Man,Other,Bachelor’s degree,1-3 years,,,,
45-49,Man,Russia,No formal education past high school,10-20 years,Research Scientist,Medical/Pharmaceutical,0-49 employees,"30,000-39,999"
35-39,Man,India,Doctoral degree,5-10 years,Data Scientist,Computers/Technology,50-249 employees,"1,000-1,999"
25-29,Man,Colombia,Some college/university study without earning a bachelor’s degree,3-5 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Other,250-999 employees,"7,500-9,999"
30-34,Man,Colombia,Master’s degree,1-3 years,,,,
35-39,Man,Morocco,Master’s degree,1-3 years,,,,
18-21,Man,Italy,Bachelor’s degree,1-3 years,,,,
30-34,Man,Indonesia,I prefer not to answer,1-3 years,Teacher / professor,Academics/Education,50-249 employees,"4,000-4,999"
18-21,Man,Russia,Bachelor’s degree,3-5 years,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
22-24,Man,Viet Nam,Bachelor’s degree,1-3 years,Machine Learning/ MLops Engineer,Online Service/Internet-based Services,"10,000 or more employees",$0-999
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
45-49,Man,India,Master’s degree,10-20 years,"Manager (Program, Project, Operations, Executive-level, etc)",Energy/Mining,"10,000 or more employees","40,000-49,999"
45-49,Man,Poland,Master’s degree,10-20 years,Research Scientist,Government/Public Service,50-249 employees,"20,000-24,999"
50-54,Man,Japan,I prefer not to answer,3-5 years,Currently not employed,,,
35-39,Woman,Brazil,Doctoral degree,10-20 years,Data Scientist,Medical/Pharmaceutical,0-49 employees,"40,000-49,999"
30-34,Man,Indonesia,Bachelor’s degree,I have never written code,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
18-21,Man,Other,No formal education past high school,5-10 years,,,,
25-29,Woman,"Iran, Islamic Republic of...",Master’s degree,< 1 years,,,,
30-34,Man,Netherlands,Master’s degree,10-20 years,Machine Learning/ MLops Engineer,Online Service/Internet-based Services,"1000-9,999 employees","60,000-69,999"
45-49,Woman,Mexico,Doctoral degree,5-10 years,Teacher / professor,Academics/Education,"1000-9,999 employees","5,000-7,499"
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
22-24,Woman,India,Bachelor’s degree,3-5 years,Currently not employed,,,
25-29,Man,Other,Master’s degree,1-3 years,,,,
40-44,Woman,Israel,Doctoral degree,5-10 years,Research Scientist,Medical/Pharmaceutical,0-49 employees,
18-21,Woman,India,Master’s degree,< 1 years,,,,
22-24,Prefer not to say,Other,Bachelor’s degree,< 1 years,,,,
45-49,Man,Brazil,Some college/university study without earning a bachelor’s degree,20+ years,Data Engineer,Accounting/Finance,0-49 employees,"25,000-29,999"
40-44,Woman,India,Master’s degree,I have never written code,Other,Insurance/Risk Assessment,"10,000 or more employees",$0-999
30-34,Man,United States of America,Master’s degree,1-3 years,Teacher / professor,Academics/Education,,
40-44,Woman,United States of America,Bachelor’s degree,3-5 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Computers/Technology,50-249 employees,"80,000-89,999"
25-29,Man,Mexico,Master’s degree,< 1 years,Engineer (non-software),Academics/Education,0-49 employees,
35-39,Man,India,,,,,,
30-34,Woman,Saudi Arabia,Bachelor’s degree,< 1 years,Other,Medical/Pharmaceutical,"10,000 or more employees","50,000-59,999"
30-34,Man,Peru,Doctoral degree,5-10 years,Data Scientist,Accounting/Finance,0-49 employees,"40,000-49,999"
22-24,Man,Mexico,Bachelor’s degree,1-3 years,,,,
30-34,Woman,Australia,Master’s degree,1-3 years,,,,
35-39,Man,India,Professional doctorate,10-20 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Academics/Education,50-249 employees,
18-21,Man,India,,,,,,
18-21,Man,India,Master’s degree,1-3 years,,,,
22-24,Man,Other,Some college/university study without earning a bachelor’s degree,5-10 years,,,,
35-39,Man,"Iran, Islamic Republic of...",Doctoral degree,10-20 years,"Manager (Program, Project, Operations, Executive-level, etc)",Computers/Technology,0-49 employees,$0-999
45-49,Man,India,Master’s degree,10-20 years,Data Architect,Computers/Technology,250-999 employees,"4,000-4,999"
30-34,Man,Egypt,No formal education past high school,10-20 years,Machine Learning/ MLops Engineer,Other,0-49 employees,">$1,000,000"
50-54,Man,India,Doctoral degree,10-20 years,"Manager (Program, Project, Operations, Executive-level, etc)",Academics/Education,250-999 employees,"2,000-2,999"
40-44,Man,United States of America,Doctoral degree,< 1 years,Engineer (non-software),Medical/Pharmaceutical,"10,000 or more employees","125,000-149,999"
18-21,Woman,India,Bachelor’s degree,,,,,
25-29,Woman,United States of America,Master’s degree,I have never written code,Currently not employed,,,
40-44,Man,Bangladesh,Bachelor’s degree,1-3 years,Software Engineer,Computers/Technology,0-49 employees,"2,000-2,999"
40-44,Woman,United States of America,Bachelor’s degree,3-5 years,,,,
25-29,Man,India,I prefer not to answer,I have never written code,"Manager (Program, Project, Operations, Executive-level, etc)",Manufacturing/Fabrication,50-249 employees,$0-999
18-21,Man,Nigeria,Bachelor’s degree,< 1 years,,,,
25-29,Man,Nepal,Bachelor’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",,,
22-24,Woman,India,Master’s degree,< 1 years,Software Engineer,Computers/Technology,"10,000 or more employees","4,000-4,999"
30-34,Man,Brazil,Bachelor’s degree,5-10 years,"Manager (Program, Project, Operations, Executive-level, etc)",Computers/Technology,250-999 employees,"40,000-49,999"
55-59,Man,United States of America,Master’s degree,5-10 years,Other,Academics/Education,250-999 employees,"7,500-9,999"
50-54,Man,Mexico,Master’s degree,5-10 years,Teacher / professor,Academics/Education,0-49 employees,"1,000-1,999"
18-21,Woman,Romania,Bachelor’s degree,1-3 years,,,,
30-34,Man,India,Bachelor’s degree,I have never written code,,,,
22-24,Man,India,Bachelor’s degree,3-5 years,Machine Learning/ MLops Engineer,Online Service/Internet-based Services,50-249 employees,"7,500-9,999"
18-21,Woman,Other,Bachelor’s degree,1-3 years,,,,
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
22-24,Man,United States of America,Bachelor’s degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,250-999 employees,"80,000-89,999"
22-24,Man,India,Bachelor’s degree,1-3 years,,,,
30-34,Man,India,Master’s degree,3-5 years,Machine Learning/ MLops Engineer,Computers/Technology,"10,000 or more employees","5,000-7,499"
18-21,Woman,India,Master’s degree,1-3 years,,,,
55-59,Man,Czech Republic,Master’s degree,1-3 years,"Manager (Program, Project, Operations, Executive-level, etc)",Computers/Technology,0-49 employees,"25,000-29,999"
22-24,Man,Pakistan,Bachelor’s degree,3-5 years,,,,
22-24,Man,India,Bachelor’s degree,3-5 years,,,,
30-34,Woman,India,Bachelor’s degree,I have never written code,,,,
22-24,Woman,India,Master’s degree,< 1 years,,,,
55-59,Man,Brazil,Master’s degree,20+ years,Data Scientist,Government/Public Service,"1000-9,999 employees","30,000-39,999"
30-34,Man,Nigeria,Bachelor’s degree,1-3 years,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
35-39,Woman,Kenya,Master’s degree,3-5 years,,,,
40-44,Man,India,Master’s degree,5-10 years,Data Scientist,Government/Public Service,"10,000 or more employees","25,000-29,999"
18-21,Man,India,Bachelor’s degree,3-5 years,,,,
50-54,Man,United States of America,Doctoral degree,3-5 years,Engineer (non-software),Computers/Technology,"10,000 or more employees",
25-29,Man,Russia,I prefer not to answer,< 1 years,Currently not employed,,,
25-29,Woman,India,Master’s degree,< 1 years,,,,
25-29,Woman,India,Master’s degree,,,,,
55-59,Man,United States of America,Doctoral degree,< 1 years,Currently not employed,,,
60-69,Man,Philippines,Master’s degree,5-10 years,,,,
25-29,Man,Peru,Bachelor’s degree,3-5 years,,,,
25-29,Man,United States of America,Some college/university study without earning a bachelor’s degree,5-10 years,,,,
22-24,Man,India,Master’s degree,3-5 years,,,,
18-21,Man,Russia,No formal education past high school,1-3 years,,,,
18-21,Man,India,I prefer not to answer,I have never written code,,,,
18-21,Man,India,Master’s degree,1-3 years,,,,
25-29,Prefer not to say,India,Master’s degree,< 1 years,Currently not employed,,,
25-29,Man,Nigeria,Master’s degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Academics/Education,0-49 employees,"1,000-1,999"
18-21,Man,Other,Bachelor’s degree,1-3 years,,,,
25-29,Man,Nigeria,Master’s degree,I have never written code,,,,
22-24,Man,Turkey,Bachelor’s degree,< 1 years,,,,
30-34,Man,India,Master’s degree,< 1 years,Data Scientist,Academics/Education,0-49 employees,"15,000-19,999"
30-34,Man,India,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
40-44,Man,Russia,I prefer not to answer,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Non-profit/Service,0-49 employees,
30-34,Man,India,,,,,,
18-21,Woman,Egypt,Bachelor’s degree,1-3 years,,,,
22-24,Woman,India,Master’s degree,< 1 years,Currently not employed,,,
22-24,Man,Other,Bachelor’s degree,< 1 years,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
25-29,Woman,India,Master’s degree,< 1 years,,,,
22-24,Man,Nigeria,Master’s degree,3-5 years,,,,
40-44,Man,United States of America,Bachelor’s degree,1-3 years,Engineer (non-software),Retail/Sales,"1000-9,999 employees","70,000-79,999"
45-49,Man,Canada,Professional doctorate,1-3 years,,,,
18-21,Man,India,I prefer not to answer,< 1 years,,,,
40-44,Man,India,Master’s degree,< 1 years,Data Scientist,Computers/Technology,"10,000 or more employees","70,000-79,999"
35-39,Prefer not to say,Italy,Bachelor’s degree,5-10 years,,,,
